"Odseljeni prebivalci, stari 15 ali veè let, po izobrazbi, državi prihodnjega prebivališèa, spolu in državljanstvu, Slovenija, letno"

"LETO";"DRŽAVA PRIHODNJEGA PREBIVALIŠÈA";"DRŽAVLJANSTVO";"SPOL";"IZOBRAZBA";Odseljeni prebivalci, stari 15 ali veè let
"2014";"....Ukrajina";"Državljani RS";"Ženske";"Višješolska, visokošolska";1
"2014";"....ostale evropske države";"Državljani RS";"Moški";"Osnovnošolska ali manj";7
"2014";"....ostale evropske države";"Državljani RS";"Moški";"Srednješolska";14
"2014";"....ostale evropske države";"Državljani RS";"Moški";"Višješolska, visokošolska";6
"2014";"....ostale evropske države";"Državljani RS";"Ženske";"Osnovnošolska ali manj";4
"2014";"....ostale evropske države";"Državljani RS";"Ženske";"Srednješolska";3
"2014";"....ostale evropske države";"Državljani RS";"Ženske";"Višješolska, visokošolska";13
"2014";"AFRIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";0
"2014";"AFRIKA";"Državljani RS";"Moški";"Srednješolska";4
"2014";"AFRIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";3
"2014";"AFRIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";2
"2014";"AFRIKA";"Državljani RS";"Ženske";"Srednješolska";5
"2014";"AFRIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";8
"2014";"AZIJA";"Državljani RS";"Moški";"Osnovnošolska ali manj";7
"2014";"AZIJA";"Državljani RS";"Moški";"Srednješolska";44
"2014";"AZIJA";"Državljani RS";"Moški";"Višješolska, visokošolska";62
"2014";"AZIJA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";7
"2014";"AZIJA";"Državljani RS";"Ženske";"Srednješolska";27
"2014";"AZIJA";"Državljani RS";"Ženske";"Višješolska, visokošolska";39
"2014";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";33
"2014";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Srednješolska";91
"2014";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";55
"2014";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";25
"2014";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";62
"2014";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";68
"2014";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";3
"2014";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Srednješolska";8
"2014";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";4
"2014";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2014";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";3
"2014";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";5
"2014";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Osnovnošolska ali manj";12
"2014";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Srednješolska";56
"2014";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Višješolska, visokošolska";43
"2014";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";14
"2014";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Srednješolska";30
"2014";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Višješolska, visokošolska";43
"2015";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";753
"2015";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";2217
"2015";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";954
"2015";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";673
"2015";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1353
"2015";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";1271
"2015";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";696
"2015";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";2031
"2015";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";804
"2015";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";636
"2015";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1248
"2015";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";1091
"2015";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";94
"2015";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";145
"2015";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";52
"2015";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";82
"2015";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";77
"2015";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";50
"2015";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Osnovnošolska ali manj";48
"2015";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Srednješolska";59
"2015";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Višješolska, visokošolska";5
"2015";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Osnovnošolska ali manj";38
"2015";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Srednješolska";27
"2015";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Višješolska, visokošolska";11
"2015";"....Èrna gora";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2015";"....Èrna gora";"Državljani RS";"Moški";"Srednješolska";3
"2015";"....Èrna gora";"Državljani RS";"Moški";"Višješolska, visokošolska";4
"2015";"....Èrna gora";"Državljani RS";"Ženske";"Osnovnošolska ali manj";2
"2015";"....Èrna gora";"Državljani RS";"Ženske";"Srednješolska";1
"2015";"....Èrna gora";"Državljani RS";"Ženske";"Višješolska, visokošolska";2
"2015";"....Kosovo";"Državljani RS";"Moški";"Osnovnošolska ali manj";13
"2015";"....Kosovo";"Državljani RS";"Moški";"Srednješolska";12
"2015";"....Kosovo";"Državljani RS";"Moški";"Višješolska, visokošolska";10
"2015";"....Kosovo";"Državljani RS";"Ženske";"Osnovnošolska ali manj";10
"2015";"....Kosovo";"Državljani RS";"Ženske";"Srednješolska";2
"2015";"....Kosovo";"Državljani RS";"Ženske";"Višješolska, visokošolska";2
"2015";"....Severna Makedonija";"Državljani RS";"Moški";"Osnovnošolska ali manj";8
"2015";"....Severna Makedonija";"Državljani RS";"Moški";"Srednješolska";15
"2015";"....Severna Makedonija";"Državljani RS";"Moški";"Višješolska, visokošolska";4
"2015";"....Severna Makedonija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";10
"2015";"....Severna Makedonija";"Državljani RS";"Ženske";"Srednješolska";7
"2015";"....Severna Makedonija";"Državljani RS";"Ženske";"Višješolska, visokošolska";5
"2015";"....Srbija";"Državljani RS";"Moški";"Osnovnošolska ali manj";24
"2015";"....Srbija";"Državljani RS";"Moški";"Srednješolska";56
"2015";"....Srbija";"Državljani RS";"Moški";"Višješolska, visokošolska";29
"2015";"....Srbija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";22
"2015";"....Srbija";"Državljani RS";"Ženske";"Srednješolska";40
"2015";"....Srbija";"Državljani RS";"Ženske";"Višješolska, visokošolska";30
"2015";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";494
"2015";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";1638
"2015";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";637
"2015";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";481
"2015";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1023
"2015";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";927
"2015";"....Avstrija";"Državljani RS";"Moški";"Osnovnošolska ali manj";188
"2015";"....Avstrija";"Državljani RS";"Moški";"Srednješolska";714
"2015";"....Avstrija";"Državljani RS";"Moški";"Višješolska, visokošolska";190
"2015";"....Avstrija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";160
"2015";"....Avstrija";"Državljani RS";"Ženske";"Srednješolska";381
"2015";"....Avstrija";"Državljani RS";"Ženske";"Višješolska, visokošolska";238
"2015";"....Bolgarija";"Državljani RS";"Moški";"Osnovnošolska ali manj";0
"2015";"....Bolgarija";"Državljani RS";"Moški";"Srednješolska";2
"2015";"....Bolgarija";"Državljani RS";"Moški";"Višješolska, visokošolska";1
"2015";"....Bolgarija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2015";"....Bolgarija";"Državljani RS";"Ženske";"Srednješolska";1
"2015";"....Bolgarija";"Državljani RS";"Ženske";"Višješolska, visokošolska";2
"2015";"....Francija";"Državljani RS";"Moški";"Osnovnošolska ali manj";9
"2015";"....Francija";"Državljani RS";"Moški";"Srednješolska";27
"2015";"....Francija";"Državljani RS";"Moški";"Višješolska, visokošolska";15
"2015";"....Francija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";7
"2015";"....Francija";"Državljani RS";"Ženske";"Srednješolska";17
"2015";"....Francija";"Državljani RS";"Ženske";"Višješolska, visokošolska";34
"2015";"....Hrvaška";"Državljani RS";"Moški";"Osnovnošolska ali manj";52
"2015";"....Hrvaška";"Državljani RS";"Moški";"Srednješolska";155
"2015";"....Hrvaška";"Državljani RS";"Moški";"Višješolska, visokošolska";39
"2015";"....Hrvaška";"Državljani RS";"Ženske";"Osnovnošolska ali manj";72
"2015";"....Hrvaška";"Državljani RS";"Ženske";"Srednješolska";102
"2015";"....Hrvaška";"Državljani RS";"Ženske";"Višješolska, visokošolska";56
"2015";"....Italija";"Državljani RS";"Moški";"Osnovnošolska ali manj";13
"2015";"....Italija";"Državljani RS";"Moški";"Srednješolska";61
"2015";"....Italija";"Državljani RS";"Moški";"Višješolska, visokošolska";23
"2015";"....Italija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";32
"2015";"....Italija";"Državljani RS";"Ženske";"Srednješolska";57
"2015";"....Italija";"Državljani RS";"Ženske";"Višješolska, visokošolska";50
"2015";"....Nemèija";"Državljani RS";"Moški";"Osnovnošolska ali manj";186
"2015";"....Nemèija";"Državljani RS";"Moški";"Srednješolska";447
"2015";"....Nemèija";"Državljani RS";"Moški";"Višješolska, visokošolska";166
"2015";"....Nemèija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";179
"2015";"....Nemèija";"Državljani RS";"Ženske";"Srednješolska";280
"2015";"....Nemèija";"Državljani RS";"Ženske";"Višješolska, visokošolska";235
"2015";"....Slovaška";"Državljani RS";"Moški";"Osnovnošolska ali manj";3
"2015";"....Slovaška";"Državljani RS";"Moški";"Srednješolska";4
"2015";"....Slovaška";"Državljani RS";"Moški";"Višješolska, visokošolska";1
"2015";"....Slovaška";"Državljani RS";"Ženske";"Osnovnošolska ali manj";3
"2015";"....Slovaška";"Državljani RS";"Ženske";"Srednješolska";2
"2015";"....Slovaška";"Državljani RS";"Ženske";"Višješolska, visokošolska";3
"2015";"....Združeno kraljestvo";"Državljani RS";"Moški";"Osnovnošolska ali manj";13
"2015";"....Združeno kraljestvo";"Državljani RS";"Moški";"Srednješolska";99
"2015";"....Združeno kraljestvo";"Državljani RS";"Moški";"Višješolska, visokošolska";81
"2015";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Osnovnošolska ali manj";14
"2015";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Srednješolska";84
"2015";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Višješolska, visokošolska";152
"2015";"....ostale države èlanice EU";"Državljani RS";"Moški";"Osnovnošolska ali manj";30
"2015";"....ostale države èlanice EU";"Državljani RS";"Moški";"Srednješolska";129
"2015";"....ostale države èlanice EU";"Državljani RS";"Moški";"Višješolska, visokošolska";121
"2015";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Osnovnošolska ali manj";14
"2015";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Srednješolska";99
"2015";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Višješolska, visokošolska";157
"2015";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";108
"2015";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";248
"2015";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";115
"2015";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";73
"2015";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";148
"2015";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";114
"2015";"....Ruska federacija";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2015";"....Ruska federacija";"Državljani RS";"Moški";"Srednješolska";7
"2015";"....Ruska federacija";"Državljani RS";"Moški";"Višješolska, visokošolska";11
"2015";"....Ruska federacija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";4
"2015";"....Ruska federacija";"Državljani RS";"Ženske";"Srednješolska";1
"2015";"....Ruska federacija";"Državljani RS";"Ženske";"Višješolska, visokošolska";4
"2015";"....Švica";"Državljani RS";"Moški";"Osnovnošolska ali manj";103
"2015";"....Švica";"Državljani RS";"Moški";"Srednješolska";225
"2015";"....Švica";"Državljani RS";"Moški";"Višješolska, visokošolska";92
"2015";"....Švica";"Državljani RS";"Ženske";"Osnovnošolska ali manj";64
"2015";"....Švica";"Državljani RS";"Ženske";"Srednješolska";139
"2015";"....Švica";"Državljani RS";"Ženske";"Višješolska, visokošolska";96
"2015";"....Ukrajina";"Državljani RS";"Moški";"Osnovnošolska ali manj";0
"2015";"....Ukrajina";"Državljani RS";"Moški";"Srednješolska";3
"2015";"....Ukrajina";"Državljani RS";"Moški";"Višješolska, visokošolska";2
"2015";"....Ukrajina";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2015";"....Ukrajina";"Državljani RS";"Ženske";"Srednješolska";0
"2015";"....Ukrajina";"Državljani RS";"Ženske";"Višješolska, visokošolska";1
"2015";"....ostale evropske države";"Državljani RS";"Moški";"Osnovnošolska ali manj";4
"2015";"....ostale evropske države";"Državljani RS";"Moški";"Srednješolska";13
"2015";"....ostale evropske države";"Državljani RS";"Moški";"Višješolska, visokošolska";10
"2015";"....ostale evropske države";"Državljani RS";"Ženske";"Osnovnošolska ali manj";5
"2015";"....ostale evropske države";"Državljani RS";"Ženske";"Srednješolska";8
"2015";"....ostale evropske države";"Državljani RS";"Ženske";"Višješolska, visokošolska";13
"2015";"AFRIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2015";"AFRIKA";"Državljani RS";"Moški";"Srednješolska";5
"2015";"AFRIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";5
"2015";"AFRIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";2
"2015";"AFRIKA";"Državljani RS";"Ženske";"Srednješolska";4
"2015";"AFRIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";10
"2015";"AZIJA";"Državljani RS";"Moški";"Osnovnošolska ali manj";5
"2015";"AZIJA";"Državljani RS";"Moški";"Srednješolska";39
"2015";"AZIJA";"Državljani RS";"Moški";"Višješolska, visokošolska";47
"2015";"AZIJA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";4
"2015";"AZIJA";"Državljani RS";"Ženske";"Srednješolska";27
"2015";"AZIJA";"Državljani RS";"Ženske";"Višješolska, visokošolska";45
"2015";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";34
"2015";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Srednješolska";93
"2015";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";66
"2015";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";23
"2015";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";48
"2015";"SEVERNA IN SREDNJA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";84
"2015";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Osnovnošolska ali manj";5
"2015";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Srednješolska";7
"2015";"JUŽNA AMERIKA";"Državljani RS";"Moški";"Višješolska, visokošolska";7
"2015";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2015";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Srednješolska";5
"2015";"JUŽNA AMERIKA";"Državljani RS";"Ženske";"Višješolska, visokošolska";9
"2015";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Osnovnošolska ali manj";12
"2015";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Srednješolska";42
"2015";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Moški";"Višješolska, visokošolska";25
"2015";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Osnovnošolska ali manj";7
"2015";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Srednješolska";21
"2015";"AVSTRALIJA IN OCEANIJA";"Državljani RS";"Ženske";"Višješolska, visokošolska";32
"2016";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";693
"2016";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";2312
"2016";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";972
"2016";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";590
"2016";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1510
"2016";"Država prihodnjega prebivališèa - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";1329
"2016";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";654
"2016";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";2166
"2016";"EVROPA - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";837
"2016";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";562
"2016";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1396
"2016";"EVROPA - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";1156
"2016";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";69
"2016";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";145
"2016";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";39
"2016";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";76
"2016";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";55
"2016";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";31
"2016";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Osnovnošolska ali manj";29
"2016";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Srednješolska";54
"2016";"....Bosna in Hercegovina";"Državljani RS";"Moški";"Višješolska, visokošolska";12
"2016";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Osnovnošolska ali manj";26
"2016";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Srednješolska";14
"2016";"....Bosna in Hercegovina";"Državljani RS";"Ženske";"Višješolska, visokošolska";4
"2016";"....Èrna gora";"Državljani RS";"Moški";"Osnovnošolska ali manj";4
"2016";"....Èrna gora";"Državljani RS";"Moški";"Srednješolska";5
"2016";"....Èrna gora";"Državljani RS";"Moški";"Višješolska, visokošolska";0
"2016";"....Èrna gora";"Državljani RS";"Ženske";"Osnovnošolska ali manj";3
"2016";"....Èrna gora";"Državljani RS";"Ženske";"Srednješolska";2
"2016";"....Èrna gora";"Državljani RS";"Ženske";"Višješolska, visokošolska";2
"2016";"....Kosovo";"Državljani RS";"Moški";"Osnovnošolska ali manj";5
"2016";"....Kosovo";"Državljani RS";"Moški";"Srednješolska";7
"2016";"....Kosovo";"Državljani RS";"Moški";"Višješolska, visokošolska";7
"2016";"....Kosovo";"Državljani RS";"Ženske";"Osnovnošolska ali manj";4
"2016";"....Kosovo";"Državljani RS";"Ženske";"Srednješolska";5
"2016";"....Kosovo";"Državljani RS";"Ženske";"Višješolska, visokošolska";3
"2016";"....Severna Makedonija";"Državljani RS";"Moški";"Osnovnošolska ali manj";8
"2016";"....Severna Makedonija";"Državljani RS";"Moški";"Srednješolska";12
"2016";"....Severna Makedonija";"Državljani RS";"Moški";"Višješolska, visokošolska";4
"2016";"....Severna Makedonija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";6
"2016";"....Severna Makedonija";"Državljani RS";"Ženske";"Srednješolska";5
"2016";"....Severna Makedonija";"Državljani RS";"Ženske";"Višješolska, visokošolska";6
"2016";"....Srbija";"Državljani RS";"Moški";"Osnovnošolska ali manj";23
"2016";"....Srbija";"Državljani RS";"Moški";"Srednješolska";67
"2016";"....Srbija";"Državljani RS";"Moški";"Višješolska, visokošolska";16
"2016";"....Srbija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";37
"2016";"....Srbija";"Državljani RS";"Ženske";"Srednješolska";29
"2016";"....Srbija";"Državljani RS";"Ženske";"Višješolska, visokošolska";16
"2016";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";481
"2016";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";1729
"2016";"- Države EU - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";716
"2016";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";416
"2016";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Srednješolska";1178
"2016";"- Države EU - SKUPAJ";"Državljani RS";"Ženske";"Višješolska, visokošolska";1011
"2016";"....Avstrija";"Državljani RS";"Moški";"Osnovnošolska ali manj";179
"2016";"....Avstrija";"Državljani RS";"Moški";"Srednješolska";754
"2016";"....Avstrija";"Državljani RS";"Moški";"Višješolska, visokošolska";189
"2016";"....Avstrija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";163
"2016";"....Avstrija";"Državljani RS";"Ženske";"Srednješolska";474
"2016";"....Avstrija";"Državljani RS";"Ženske";"Višješolska, visokošolska";240
"2016";"....Bolgarija";"Državljani RS";"Moški";"Osnovnošolska ali manj";0
"2016";"....Bolgarija";"Državljani RS";"Moški";"Srednješolska";2
"2016";"....Bolgarija";"Državljani RS";"Moški";"Višješolska, visokošolska";1
"2016";"....Bolgarija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";0
"2016";"....Bolgarija";"Državljani RS";"Ženske";"Srednješolska";0
"2016";"....Bolgarija";"Državljani RS";"Ženske";"Višješolska, visokošolska";1
"2016";"....Francija";"Državljani RS";"Moški";"Osnovnošolska ali manj";8
"2016";"....Francija";"Državljani RS";"Moški";"Srednješolska";23
"2016";"....Francija";"Državljani RS";"Moški";"Višješolska, visokošolska";17
"2016";"....Francija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";6
"2016";"....Francija";"Državljani RS";"Ženske";"Srednješolska";12
"2016";"....Francija";"Državljani RS";"Ženske";"Višješolska, visokošolska";33
"2016";"....Hrvaška";"Državljani RS";"Moški";"Osnovnošolska ali manj";50
"2016";"....Hrvaška";"Državljani RS";"Moški";"Srednješolska";127
"2016";"....Hrvaška";"Državljani RS";"Moški";"Višješolska, visokošolska";35
"2016";"....Hrvaška";"Državljani RS";"Ženske";"Osnovnošolska ali manj";50
"2016";"....Hrvaška";"Državljani RS";"Ženske";"Srednješolska";92
"2016";"....Hrvaška";"Državljani RS";"Ženske";"Višješolska, visokošolska";63
"2016";"....Italija";"Državljani RS";"Moški";"Osnovnošolska ali manj";18
"2016";"....Italija";"Državljani RS";"Moški";"Srednješolska";60
"2016";"....Italija";"Državljani RS";"Moški";"Višješolska, visokošolska";21
"2016";"....Italija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";28
"2016";"....Italija";"Državljani RS";"Ženske";"Srednješolska";48
"2016";"....Italija";"Državljani RS";"Ženske";"Višješolska, visokošolska";58
"2016";"....Nemèija";"Državljani RS";"Moški";"Osnovnošolska ali manj";166
"2016";"....Nemèija";"Državljani RS";"Moški";"Srednješolska";485
"2016";"....Nemèija";"Državljani RS";"Moški";"Višješolska, visokošolska";189
"2016";"....Nemèija";"Državljani RS";"Ženske";"Osnovnošolska ali manj";132
"2016";"....Nemèija";"Državljani RS";"Ženske";"Srednješolska";318
"2016";"....Nemèija";"Državljani RS";"Ženske";"Višješolska, visokošolska";224
"2016";"....Slovaška";"Državljani RS";"Moški";"Osnovnošolska ali manj";1
"2016";"....Slovaška";"Državljani RS";"Moški";"Srednješolska";10
"2016";"....Slovaška";"Državljani RS";"Moški";"Višješolska, visokošolska";5
"2016";"....Slovaška";"Državljani RS";"Ženske";"Osnovnošolska ali manj";1
"2016";"....Slovaška";"Državljani RS";"Ženske";"Srednješolska";1
"2016";"....Slovaška";"Državljani RS";"Ženske";"Višješolska, visokošolska";5
"2016";"....Združeno kraljestvo";"Državljani RS";"Moški";"Osnovnošolska ali manj";21
"2016";"....Združeno kraljestvo";"Državljani RS";"Moški";"Srednješolska";100
"2016";"....Združeno kraljestvo";"Državljani RS";"Moški";"Višješolska, visokošolska";91
"2016";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Osnovnošolska ali manj";8
"2016";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Srednješolska";112
"2016";"....Združeno kraljestvo";"Državljani RS";"Ženske";"Višješolska, visokošolska";156
"2016";"....ostale države èlanice EU";"Državljani RS";"Moški";"Osnovnošolska ali manj";38
"2016";"....ostale države èlanice EU";"Državljani RS";"Moški";"Srednješolska";168
"2016";"....ostale države èlanice EU";"Državljani RS";"Moški";"Višješolska, visokošolska";168
"2016";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Osnovnošolska ali manj";28
"2016";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Srednješolska";121
"2016";"....ostale države èlanice EU";"Državljani RS";"Ženske";"Višješolska, visokošolska";231
"2016";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Osnovnošolska ali manj";104
"2016";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Srednješolska";292
"2016";"- Druge evropske države - SKUPAJ";"Državljani RS";"Moški";"Višješolska, visokošolska";82
"2016";"- Druge evropske države - SKUPAJ";"Državljani RS";"Ženske";"Osnovnošolska ali manj";70
