"Priseljeni prebivalci, stari 15 ali veè let, po izobrazbi, državljanstvu, državi prejšnjega prebivališèa in spolu, Slovenija, letno"

"LETO";"DRŽAVA PREJŠNJEGA PREBIVALIŠÈA";"DRŽAVLJANSTVO";"SPOL";"IZOBRAZBA";Priseljeni prebivalci, stari 15 ali veè let
"2014";"....Ruska federacija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";67
"2014";"....Švica";"Tuji državljani";"Moški";"Osnovnošolska ali manj";5
"2014";"....Švica";"Tuji državljani";"Moški";"Srednješolska";10
"2014";"....Švica";"Tuji državljani";"Moški";"Višješolska, visokošolska";2
"2014";"....Švica";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";2
"2014";"....Švica";"Tuji državljani";"Ženske";"Srednješolska";0
"2014";"....Švica";"Tuji državljani";"Ženske";"Višješolska, visokošolska";1
"2014";"....Ukrajina";"Tuji državljani";"Moški";"Osnovnošolska ali manj";26
"2014";"....Ukrajina";"Tuji državljani";"Moški";"Srednješolska";25
"2014";"....Ukrajina";"Tuji državljani";"Moški";"Višješolska, visokošolska";19
"2014";"....Ukrajina";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";54
"2014";"....Ukrajina";"Tuji državljani";"Ženske";"Srednješolska";25
"2014";"....Ukrajina";"Tuji državljani";"Ženske";"Višješolska, visokošolska";21
"2014";"....ostale evropske države";"Tuji državljani";"Moški";"Osnovnošolska ali manj";10
"2014";"....ostale evropske države";"Tuji državljani";"Moški";"Srednješolska";6
"2014";"....ostale evropske države";"Tuji državljani";"Moški";"Višješolska, visokošolska";1
"2014";"....ostale evropske države";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";19
"2014";"....ostale evropske države";"Tuji državljani";"Ženske";"Srednješolska";7
"2014";"....ostale evropske države";"Tuji državljani";"Ženske";"Višješolska, visokošolska";2
"2014";"AFRIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";19
"2014";"AFRIKA";"Tuji državljani";"Moški";"Srednješolska";27
"2014";"AFRIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";7
"2014";"AFRIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";10
"2014";"AFRIKA";"Tuji državljani";"Ženske";"Srednješolska";5
"2014";"AFRIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";3
"2014";"AZIJA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";36
"2014";"AZIJA";"Tuji državljani";"Moški";"Srednješolska";55
"2014";"AZIJA";"Tuji državljani";"Moški";"Višješolska, visokošolska";43
"2014";"AZIJA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";44
"2014";"AZIJA";"Tuji državljani";"Ženske";"Srednješolska";46
"2014";"AZIJA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";29
"2014";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";11
"2014";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Srednješolska";27
"2014";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";12
"2014";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";26
"2014";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Srednješolska";10
"2014";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";6
"2014";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";4
"2014";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Srednješolska";3
"2014";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";4
"2014";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";2
"2014";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Srednješolska";6
"2014";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";7
"2014";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";3
"2014";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Srednješolska";1
"2014";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Višješolska, visokošolska";2
"2014";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1
"2014";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Srednješolska";1
"2014";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";3
"2015";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1708
"2015";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";4177
"2015";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";636
"2015";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1886
"2015";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";1547
"2015";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";760
"2015";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1630
"2015";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";4041
"2015";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";546
"2015";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1781
"2015";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";1467
"2015";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";680
"2015";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1122
"2015";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";2928
"2015";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";140
"2015";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1306
"2015";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";1071
"2015";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";336
"2015";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Osnovnošolska ali manj";560
"2015";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Srednješolska";1916
"2015";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Višješolska, visokošolska";42
"2015";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";665
"2015";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Srednješolska";609
"2015";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Višješolska, visokošolska";136
"2015";"....Èrna gora";"Tuji državljani";"Moški";"Osnovnošolska ali manj";12
"2015";"....Èrna gora";"Tuji državljani";"Moški";"Srednješolska";24
"2015";"....Èrna gora";"Tuji državljani";"Moški";"Višješolska, visokošolska";9
"2015";"....Èrna gora";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";9
"2015";"....Èrna gora";"Tuji državljani";"Ženske";"Srednješolska";7
"2015";"....Èrna gora";"Tuji državljani";"Ženske";"Višješolska, visokošolska";6
"2015";"....Kosovo";"Tuji državljani";"Moški";"Osnovnošolska ali manj";245
"2015";"....Kosovo";"Tuji državljani";"Moški";"Srednješolska";186
"2015";"....Kosovo";"Tuji državljani";"Moški";"Višješolska, visokošolska";4
"2015";"....Kosovo";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";346
"2015";"....Kosovo";"Tuji državljani";"Ženske";"Srednješolska";202
"2015";"....Kosovo";"Tuji državljani";"Ženske";"Višješolska, visokošolska";73
"2015";"....Severna Makedonija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";106
"2015";"....Severna Makedonija";"Tuji državljani";"Moški";"Srednješolska";177
"2015";"....Severna Makedonija";"Tuji državljani";"Moški";"Višješolska, visokošolska";28
"2015";"....Severna Makedonija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";159
"2015";"....Severna Makedonija";"Tuji državljani";"Ženske";"Srednješolska";127
"2015";"....Severna Makedonija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";55
"2015";"....Srbija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";199
"2015";"....Srbija";"Tuji državljani";"Moški";"Srednješolska";625
"2015";"....Srbija";"Tuji državljani";"Moški";"Višješolska, visokošolska";57
"2015";"....Srbija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";127
"2015";"....Srbija";"Tuji državljani";"Ženske";"Srednješolska";126
"2015";"....Srbija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";66
"2015";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";432
"2015";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";1037
"2015";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";203
"2015";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";312
"2015";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";284
"2015";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";188
"2015";"....Avstrija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";9
"2015";"....Avstrija";"Tuji državljani";"Moški";"Srednješolska";22
"2015";"....Avstrija";"Tuji državljani";"Moški";"Višješolska, visokošolska";6
"2015";"....Avstrija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";10
"2015";"....Avstrija";"Tuji državljani";"Ženske";"Srednješolska";3
"2015";"....Avstrija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";6
"2015";"....Belgija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";0
"2015";"....Belgija";"Tuji državljani";"Moški";"Srednješolska";1
"2015";"....Belgija";"Tuji državljani";"Moški";"Višješolska, visokošolska";1
"2015";"....Belgija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1
"2015";"....Belgija";"Tuji državljani";"Ženske";"Srednješolska";1
"2015";"....Belgija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";0
"2015";"....Bolgarija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";192
"2015";"....Bolgarija";"Tuji državljani";"Moški";"Srednješolska";241
"2015";"....Bolgarija";"Tuji državljani";"Moški";"Višješolska, visokošolska";13
"2015";"....Bolgarija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";69
"2015";"....Bolgarija";"Tuji državljani";"Ženske";"Srednješolska";39
"2015";"....Bolgarija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";10
"2015";"....Hrvaška";"Tuji državljani";"Moški";"Osnovnošolska ali manj";75
"2015";"....Hrvaška";"Tuji državljani";"Moški";"Srednješolska";369
"2015";"....Hrvaška";"Tuji državljani";"Moški";"Višješolska, visokošolska";47
"2015";"....Hrvaška";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";89
"2015";"....Hrvaška";"Tuji državljani";"Ženske";"Srednješolska";106
"2015";"....Hrvaška";"Tuji državljani";"Ženske";"Višješolska, visokošolska";82
"2015";"....Italija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";61
"2015";"....Italija";"Tuji državljani";"Moški";"Srednješolska";246
"2015";"....Italija";"Tuji državljani";"Moški";"Višješolska, visokošolska";60
"2015";"....Italija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";48
"2015";"....Italija";"Tuji državljani";"Ženske";"Srednješolska";57
"2015";"....Italija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";23
"2015";"....Nemèija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";23
"2015";"....Nemèija";"Tuji državljani";"Moški";"Srednješolska";33
"2015";"....Nemèija";"Tuji državljani";"Moški";"Višješolska, visokošolska";8
"2015";"....Nemèija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";24
"2015";"....Nemèija";"Tuji državljani";"Ženske";"Srednješolska";11
"2015";"....Nemèija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";3
"2015";"....Slovaška";"Tuji državljani";"Moški";"Osnovnošolska ali manj";11
"2015";"....Slovaška";"Tuji državljani";"Moški";"Srednješolska";19
"2015";"....Slovaška";"Tuji državljani";"Moški";"Višješolska, visokošolska";5
"2015";"....Slovaška";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";13
"2015";"....Slovaška";"Tuji državljani";"Ženske";"Srednješolska";15
"2015";"....Slovaška";"Tuji državljani";"Ženske";"Višješolska, visokošolska";9
"2015";"....Združeno kraljestvo";"Tuji državljani";"Moški";"Osnovnošolska ali manj";7
"2015";"....Združeno kraljestvo";"Tuji državljani";"Moški";"Srednješolska";27
"2015";"....Združeno kraljestvo";"Tuji državljani";"Moški";"Višješolska, visokošolska";11
"2015";"....Združeno kraljestvo";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";10
"2015";"....Združeno kraljestvo";"Tuji državljani";"Ženske";"Srednješolska";8
"2015";"....Združeno kraljestvo";"Tuji državljani";"Ženske";"Višješolska, visokošolska";5
"2015";"....ostale države èlanice EU";"Tuji državljani";"Moški";"Osnovnošolska ali manj";54
"2015";"....ostale države èlanice EU";"Tuji državljani";"Moški";"Srednješolska";79
"2015";"....ostale države èlanice EU";"Tuji državljani";"Moški";"Višješolska, visokošolska";52
"2015";"....ostale države èlanice EU";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";48
"2015";"....ostale države èlanice EU";"Tuji državljani";"Ženske";"Srednješolska";44
"2015";"....ostale države èlanice EU";"Tuji državljani";"Ženske";"Višješolska, visokošolska";50
"2015";"- Druge evropske države";"Tuji državljani";"Moški";"Osnovnošolska ali manj";76
"2015";"- Druge evropske države";"Tuji državljani";"Moški";"Srednješolska";76
"2015";"- Druge evropske države";"Tuji državljani";"Moški";"Višješolska, visokošolska";203
"2015";"- Druge evropske države";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";163
"2015";"- Druge evropske države";"Tuji državljani";"Ženske";"Srednješolska";112
"2015";"- Druge evropske države";"Tuji državljani";"Ženske";"Višješolska, visokošolska";156
"2015";"....Ruska federacija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";49
"2015";"....Ruska federacija";"Tuji državljani";"Moški";"Srednješolska";44
"2015";"....Ruska federacija";"Tuji državljani";"Moški";"Višješolska, visokošolska";142
"2015";"....Ruska federacija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";88
"2015";"....Ruska federacija";"Tuji državljani";"Ženske";"Srednješolska";57
"2015";"....Ruska federacija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";102
"2015";"....Švica";"Tuji državljani";"Moški";"Osnovnošolska ali manj";2
"2015";"....Švica";"Tuji državljani";"Moški";"Srednješolska";5
"2015";"....Švica";"Tuji državljani";"Moški";"Višješolska, visokošolska";2
"2015";"....Švica";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";2
"2015";"....Švica";"Tuji državljani";"Ženske";"Srednješolska";3
"2015";"....Švica";"Tuji državljani";"Ženske";"Višješolska, visokošolska";1
"2015";"....Ukrajina";"Tuji državljani";"Moški";"Osnovnošolska ali manj";19
"2015";"....Ukrajina";"Tuji državljani";"Moški";"Srednješolska";22
"2015";"....Ukrajina";"Tuji državljani";"Moški";"Višješolska, visokošolska";52
"2015";"....Ukrajina";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";54
"2015";"....Ukrajina";"Tuji državljani";"Ženske";"Srednješolska";45
"2015";"....Ukrajina";"Tuji državljani";"Ženske";"Višješolska, visokošolska";43
"2015";"....ostale evropske države";"Tuji državljani";"Moški";"Osnovnošolska ali manj";6
"2015";"....ostale evropske države";"Tuji državljani";"Moški";"Srednješolska";5
"2015";"....ostale evropske države";"Tuji državljani";"Moški";"Višješolska, visokošolska";7
"2015";"....ostale evropske države";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";19
"2015";"....ostale evropske države";"Tuji državljani";"Ženske";"Srednješolska";7
"2015";"....ostale evropske države";"Tuji državljani";"Ženske";"Višješolska, visokošolska";10
"2015";"AFRIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";23
"2015";"AFRIKA";"Tuji državljani";"Moški";"Srednješolska";23
"2015";"AFRIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";11
"2015";"AFRIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";9
"2015";"AFRIKA";"Tuji državljani";"Ženske";"Srednješolska";6
"2015";"AFRIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";3
"2015";"AZIJA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";34
"2015";"AZIJA";"Tuji državljani";"Moški";"Srednješolska";75
"2015";"AZIJA";"Tuji državljani";"Moški";"Višješolska, visokošolska";64
"2015";"AZIJA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";54
"2015";"AZIJA";"Tuji državljani";"Ženske";"Srednješolska";51
"2015";"AZIJA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";48
"2015";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";16
"2015";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Srednješolska";25
"2015";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";12
"2015";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";32
"2015";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Srednješolska";10
"2015";"SEVERNA IN SREDNJA AMERIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";22
"2015";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1
"2015";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Srednješolska";11
"2015";"JUŽNA AMERIKA";"Tuji državljani";"Moški";"Višješolska, visokošolska";1
"2015";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";9
"2015";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Srednješolska";10
"2015";"JUŽNA AMERIKA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";7
"2015";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Osnovnošolska ali manj";4
"2015";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Srednješolska";2
"2015";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Moški";"Višješolska, visokošolska";2
"2015";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1
"2015";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Srednješolska";3
"2015";"AVSTRALIJA IN OCEANIJA";"Tuji državljani";"Ženske";"Višješolska, visokošolska";0
"2016";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1965
"2016";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";5131
"2016";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";745
"2016";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1729
"2016";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";1618
"2016";"Država prejšnjega prebivališèa - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";802
"2016";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1891
"2016";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";4993
"2016";"EVROPA - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";648
"2016";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1642
"2016";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";1532
"2016";"EVROPA - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";728
"2016";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";1306
"2016";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";3662
"2016";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";148
"2016";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1183
"2016";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";1075
"2016";"- Države nastale na obmoèju nekdanje Jugoslavije - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";352
"2016";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Osnovnošolska ali manj";578
"2016";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Srednješolska";2310
"2016";"....Bosna in Hercegovina";"Tuji državljani";"Moški";"Višješolska, visokošolska";43
"2016";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";565
"2016";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Srednješolska";547
"2016";"....Bosna in Hercegovina";"Tuji državljani";"Ženske";"Višješolska, visokošolska";144
"2016";"....Èrna gora";"Tuji državljani";"Moški";"Osnovnošolska ali manj";8
"2016";"....Èrna gora";"Tuji državljani";"Moški";"Srednješolska";14
"2016";"....Èrna gora";"Tuji državljani";"Moški";"Višješolska, visokošolska";5
"2016";"....Èrna gora";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";9
"2016";"....Èrna gora";"Tuji državljani";"Ženske";"Srednješolska";8
"2016";"....Èrna gora";"Tuji državljani";"Ženske";"Višješolska, visokošolska";7
"2016";"....Kosovo";"Tuji državljani";"Moški";"Osnovnošolska ali manj";265
"2016";"....Kosovo";"Tuji državljani";"Moški";"Srednješolska";182
"2016";"....Kosovo";"Tuji državljani";"Moški";"Višješolska, visokošolska";6
"2016";"....Kosovo";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";329
"2016";"....Kosovo";"Tuji državljani";"Ženske";"Srednješolska";198
"2016";"....Kosovo";"Tuji državljani";"Ženske";"Višješolska, visokošolska";61
"2016";"....Severna Makedonija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";138
"2016";"....Severna Makedonija";"Tuji državljani";"Moški";"Srednješolska";234
"2016";"....Severna Makedonija";"Tuji državljani";"Moški";"Višješolska, visokošolska";32
"2016";"....Severna Makedonija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";157
"2016";"....Severna Makedonija";"Tuji državljani";"Ženske";"Srednješolska";183
"2016";"....Severna Makedonija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";72
"2016";"....Srbija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";317
"2016";"....Srbija";"Tuji državljani";"Moški";"Srednješolska";922
"2016";"....Srbija";"Tuji državljani";"Moški";"Višješolska, visokošolska";62
"2016";"....Srbija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";123
"2016";"....Srbija";"Tuji državljani";"Ženske";"Srednješolska";139
"2016";"....Srbija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";68
"2016";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Osnovnošolska ali manj";523
"2016";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Srednješolska";1242
"2016";"Države EU - SKUPAJ";"Tuji državljani";"Moški";"Višješolska, visokošolska";269
"2016";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";352
"2016";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Srednješolska";378
"2016";"Države EU - SKUPAJ";"Tuji državljani";"Ženske";"Višješolska, visokošolska";212
"2016";"....Avstrija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";27
"2016";"....Avstrija";"Tuji državljani";"Moški";"Srednješolska";33
"2016";"....Avstrija";"Tuji državljani";"Moški";"Višješolska, visokošolska";11
"2016";"....Avstrija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";10
"2016";"....Avstrija";"Tuji državljani";"Ženske";"Srednješolska";14
"2016";"....Avstrija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";8
"2016";"....Belgija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";3
"2016";"....Belgija";"Tuji državljani";"Moški";"Srednješolska";5
"2016";"....Belgija";"Tuji državljani";"Moški";"Višješolska, visokošolska";4
"2016";"....Belgija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";1
"2016";"....Belgija";"Tuji državljani";"Ženske";"Srednješolska";2
"2016";"....Belgija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";1
"2016";"....Bolgarija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";235
"2016";"....Bolgarija";"Tuji državljani";"Moški";"Srednješolska";231
"2016";"....Bolgarija";"Tuji državljani";"Moški";"Višješolska, visokošolska";20
"2016";"....Bolgarija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";68
"2016";"....Bolgarija";"Tuji državljani";"Ženske";"Srednješolska";49
"2016";"....Bolgarija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";10
"2016";"....Hrvaška";"Tuji državljani";"Moški";"Osnovnošolska ali manj";54
"2016";"....Hrvaška";"Tuji državljani";"Moški";"Srednješolska";496
"2016";"....Hrvaška";"Tuji državljani";"Moški";"Višješolska, visokošolska";82
"2016";"....Hrvaška";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";91
"2016";"....Hrvaška";"Tuji državljani";"Ženske";"Srednješolska";148
"2016";"....Hrvaška";"Tuji državljani";"Ženske";"Višješolska, visokošolska";93
"2016";"....Italija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";66
"2016";"....Italija";"Tuji državljani";"Moški";"Srednješolska";244
"2016";"....Italija";"Tuji državljani";"Moški";"Višješolska, visokošolska";69
"2016";"....Italija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";66
"2016";"....Italija";"Tuji državljani";"Ženske";"Srednješolska";60
"2016";"....Italija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";20
"2016";"....Nemèija";"Tuji državljani";"Moški";"Osnovnošolska ali manj";32
"2016";"....Nemèija";"Tuji državljani";"Moški";"Srednješolska";51
"2016";"....Nemèija";"Tuji državljani";"Moški";"Višješolska, visokošolska";16
"2016";"....Nemèija";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";33
"2016";"....Nemèija";"Tuji državljani";"Ženske";"Srednješolska";16
"2016";"....Nemèija";"Tuji državljani";"Ženske";"Višješolska, visokošolska";6
"2016";"....Slovaška";"Tuji državljani";"Moški";"Osnovnošolska ali manj";13
"2016";"....Slovaška";"Tuji državljani";"Moški";"Srednješolska";22
"2016";"....Slovaška";"Tuji državljani";"Moški";"Višješolska, visokošolska";2
"2016";"....Slovaška";"Tuji državljani";"Ženske";"Osnovnošolska ali manj";15
"2016";"....Slovaška";"Tuji državljani";"Ženske";"Srednješolska";13
"2016";"....Slovaška";"Tuji državljani";"Ženske";"Višješolska, visokošolska";8
