"Povpreène meseène bruto plaèe (EUR) po dejavnosti (SKD 2008), doseženi izobrazbi in spolu, Slovenija, letno"

"SKD DEJAVNOST";"DOSEŽENA IZOBRAZBA";"SPOL";"LETO";Povpreène meseène bruto plaèe (EUR, SKD 2008)
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Srednješolska";"Ženske";"2016";1635
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Srednješolska";"Ženske";"2017";1617
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Srednješolska";"Ženske";"2018";1663
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2010";2728
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2011";2659
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2012";2740
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2013";2671
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2014";2650
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2015";2643
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2016";2637
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2017";2619
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2018";2746
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2010";2264
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2011";2245
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2012";2295
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2013";2265
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2014";2273
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2015";2238
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2016";2257
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2017";2214
"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2018";2294
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2010";1812
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2011";1593
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2012";1584
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2013";1567
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2014";1593
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2015";1571
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2016";1546
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2017";1501
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2018";1510
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2010";1199
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2011";1219
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2012";1204
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2013";1210
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2014";1203
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2015";1296
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2016";1331
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2017";1331
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2018";1386
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Moški";"2010";1947
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Moški";"2011";1957
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Moški";"2012";1968
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Moški";"2013";1975
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Moški";"2014";2012
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Moški";"2015";2054
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Moški";"2016";2056
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Moški";"2017";2100
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Moški";"2018";2149
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Ženske";"2010";1537
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Ženske";"2011";1543
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Ženske";"2012";1563
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Ženske";"2013";1564
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Ženske";"2014";1586
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Ženske";"2015";1631
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Ženske";"2016";1644
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Ženske";"2017";1648
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Srednješolska";"Ženske";"2018";1699
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2010";3413
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2011";3360
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2012";3319
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2013";3233
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2014";3293
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2015";3341
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2016";3300
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2017";3362
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2018";3442
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2010";2436
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2011";2456
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2012";2464
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2013";2415
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2014";2435
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2015";2494
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2016";2508
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2017";2536
"K FINANÈNE IN ZAVAROVALNIŠKE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2018";2585
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Moški";"2010";1018
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Moški";"2011";1057
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Moški";"2012";1094
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Moški";"2013";1073
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Moški";"2014";1079
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Moški";"2015";1118
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Moški";"2016";1140
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Moški";"2017";1314
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Moški";"2018";1415
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Ženske";"2010";867
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Ženske";"2011";924
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Ženske";"2012";931
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Ženske";"2013";972
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Ženske";"2014";978
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Ženske";"2015";960
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Ženske";"2016";954
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Ženske";"2017";968
"L POSLOVANJE Z NEPREMIÈNINAMI";"Osnovnošolska ali manj";"Ženske";"2018";1007
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Moški";"2010";1306
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Moški";"2011";1353
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Moški";"2012";1352
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Moški";"2013";1349
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Moški";"2014";1381
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Moški";"2015";1386
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Moški";"2016";1402
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Moški";"2017";1754
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Moški";"2018";1861
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Ženske";"2010";1296
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Ženske";"2011";1327
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Ženske";"2012";1361
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Ženske";"2013";1406
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Ženske";"2014";1373
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Ženske";"2015";1406
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Ženske";"2016";1405
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Ženske";"2017";1497
"L POSLOVANJE Z NEPREMIÈNINAMI";"Srednješolska";"Ženske";"2018";1544
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Moški";"2010";2256
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Moški";"2011";2301
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Moški";"2012";2283
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Moški";"2013";2217
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Moški";"2014";2207
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Moški";"2015";2131
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Moški";"2016";2073
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Moški";"2017";2097
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Moški";"2018";2188
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Ženske";"2010";1786
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Ženske";"2011";1817
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Ženske";"2012";1828
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Ženske";"2013";1892
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Ženske";"2014";1855
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Ženske";"2015";1872
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Ženske";"2016";1902
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Ženske";"2017";1881
"L POSLOVANJE Z NEPREMIÈNINAMI";"Višješolska, visokošolska";"Ženske";"2018";1884
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2010";1012
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2011";1024
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2012";1069
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2013";1042
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2014";1089
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2015";1084
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2016";1110
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2017";1161
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2018";1220
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2010";905
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2011";981
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2012";1046
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2013";1033
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2014";1017
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2015";1044
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2016";1057
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2017";1047
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2018";1070
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Moški";"2010";1394
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Moški";"2011";1404
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Moški";"2012";1416
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Moški";"2013";1396
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Moški";"2014";1407
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Moški";"2015";1418
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Moški";"2016";1425
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Moški";"2017";1442
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Moški";"2018";1518
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Ženske";"2010";1340
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Ženske";"2011";1373
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Ženske";"2012";1395
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Ženske";"2013";1392
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Ženske";"2014";1407
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Ženske";"2015";1423
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Ženske";"2016";1423
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Ženske";"2017";1429
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Srednješolska";"Ženske";"2018";1476
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2010";2438
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2011";2426
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2012";2430
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2013";2366
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2014";2350
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2015";2351
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2016";2354
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2017";2372
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2018";2459
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2010";2046
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2011";2069
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2012";2085
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2013";2039
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2014";2083
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2015";2082
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2016";2081
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2017";2093
"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2018";2144
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2010";895
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2011";941
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2012";978
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2013";990
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2014";1009
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2015";1016
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2016";1040
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2017";1060
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Moški";"2018";1113
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2010";722
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2011";775
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2012";821
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2013";843
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2014";856
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2015";876
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2016";879
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2017";891
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Osnovnošolska ali manj";"Ženske";"2018";946
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Moški";"2010";1049
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Moški";"2011";1078
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Moški";"2012";1094
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Moški";"2013";1093
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Moški";"2014";1134
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Moški";"2015";1155
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Moški";"2016";1187
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Moški";"2017";1213
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Moški";"2018";1278
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Ženske";"2010";970
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Ženske";"2011";997
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Ženske";"2012";1030
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Ženske";"2013";1029
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Ženske";"2014";1062
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Ženske";"2015";1066
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Ženske";"2016";1082
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Ženske";"2017";1087
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Srednješolska";"Ženske";"2018";1135
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2010";1849
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2011";1923
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2012";1823
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2013";1713
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2014";1774
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2015";1805
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2016";1811
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2017";1899
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Moški";"2018";1962
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2010";1627
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2011";1661
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2012";1601
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2013";1566
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2014";1596
"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";"Višješolska, visokošolska";"Ženske";"2015";1611
